,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,tcs37,tcs38,tcs39,tcs40,tcs41,tcs42,tc43,tc44,tc45,tc46,tc47,tc48,tc49,tc50,tc51,tc52,tc53,dv54,ae55,ae56,ae57,ae58,ae59,ae60,ae61,ae62,ae63,ae64,ae65,ae66,ae67,ae68,d69,d70
2022,0.0,4927467.48,100.0,0.0,9.0,8270787.66,378700.0,0.0,0.0,22.0,706.0,6.0,771283.83,0.0,0.0,1970.0,1970.0,0.0,0.0,0.0,0.0,0.0,0.0,290866.26999999996,34344.33,16.0,0.0,-0.686190321943021,0.0,100.0,0.0,0.0,0.0,249,30.0,62.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
502,0.0,4794638.92,100.0,0.0,7.0,12068208.629999999,403619.23,0.0,0.0,11.0,485.0,6.0,222610.05,85.0,0.0,0.0,85.0,0.0,0.0,604199.98,0.0,0.0,0.0,6820084.965000001,1018095.27,0.0,9.0,-0.2400000000000002,0.0,100.0,0.0,0.0,0.0,383,29.0,1.0,29.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2362,0.0,11259663.09,78.0,22.0,0.0,33626595.70999999,0.0,0.0,3972827.7,24.0,795.0,6.0,247181.79,0.0,0.0,848.0,848.0,0.0,0.0,0.0,0.0,0.0,0.0,30846.513,16134256.08,0.0,487.0,-1.2880421673919744,0.0,100.0,0.0,0.0,0.0,968,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1162,0.0,10309547.49,100.0,0.0,5.0,29596681.95,186964.54,0.0,4500000.0,11.0,649.0,6.0,3219970.31,0.0,0.0,0.0,0.0,0.0,0.0,604199.98,0.0,0.0,0.0,25190001.07,2559635.98,8.0,18.0,-1.9703716686214023,0.0,0.0,0.0,0.0,0.0,720,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,0.0,114943.7,100.0,0.0,0.0,255412104.72999996,10095553.7,0.0,0.0,29.0,854.0,6.0,255412104.72999996,0.0,0.0,205.0,0.0,0.0,100847.83,0.0,0.0,0.0,0.0,98143741.80799998,343828.31000000006,1.0,11582.0,-1.1051303449829861,100.0,0.0,0.0,0.0,0.0,1074,31.0,1.0,31.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2764,0.0,144369.06,100.0,0.0,0.0,220451134.21,15031124.6,0.0,0.0,29.0,936.0,6.0,220451134.21,0.0,0.0,733.0,0.0,0.0,100847.83,0.0,0.0,0.0,0.0,78684278.662,200609.04000000004,16.0,11579.0,-0.24505257989838602,100.0,0.0,0.0,0.0,0.0,1166,31.0,1.0,31.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2797,0.0,0.0,100.0,0.0,0.0,1919326.3,0.0,0.0,0.0,14.0,605.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21041.05,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.7506887052341593,0.0,0.0,0.0,0.0,0.0,24,31.0,1.0,31.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1779,0.0,37222.1,100.0,0.0,10.0,83939505.79,70524570.06,0.0,8000000.0,15.0,315.0,6.0,6555470.739999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6175.1,0.0,0.0,511.0,-1.6307085792342495,0.0,0.0,0.0,0.0,0.0,234,30.0,31.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,0.0,6083200.43,100.0,0.0,5.0,26936569.639999993,0.0,0.0,0.0,24.0,797.0,6.0,469843.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22218.143,13381237.059999999,0.0,585.0,-0.7911893275870407,0.0,0.0,0.0,0.0,0.0,876,30.0,122.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1369,0.0,0.0,100.0,0.0,0.0,234677689.88000003,34845434.84,0.0,0.0,26.0,847.0,6.0,214527.40000000002,0.0,0.0,0.0,0.0,0.0,72017.59,274773.29000000004,0.0,0.0,0.0,12292520.360000001,8907846.319999998,21.0,604.0,4.899365012514826,0.0,0.0,0.0,0.0,0.0,770,90.0,60.0,90.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1357,0.0,201327.14,100.0,0.0,0.0,260161856.54999998,10786180.85,0.0,0.0,29.0,684.0,6.0,260161560.95999995,0.0,0.0,0.0,0.0,0.0,100847.83,0.0,0.0,0.0,0.0,102946790.55999999,343828.31000000006,0.0,12514.0,-0.6716501779738504,0.0,0.0,0.0,0.0,0.0,951,30.0,1.0,30.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2257,0.0,6100770.22,100.0,0.0,5.0,27927355.15,0.0,0.0,0.0,24.0,738.0,6.0,571722.8400000001,0.0,0.0,1188.0,1188.0,0.0,0.0,0.0,0.0,0.0,0.0,22218.143,12926443.4,0.0,420.0,1.7207940856409154,0.0,100.0,0.0,0.0,0.0,815,29.0,61.0,29.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2464,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,789.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636730.21,21634245.59,0.0,60.0,-0.6847991125502841,0.0,0.0,0.0,0.0,0.0,25,90.0,1.0,90.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
314,0.0,9793319.91,100.0,0.0,6.0,22458810.95,414736.6,0.0,9000000.0,11.0,663.0,6.0,92842.38,0.0,0.0,0.0,0.0,0.0,0.0,604199.98,0.0,0.0,0.0,17850922.664,2616523.5800000005,0.0,19.0,1.1933320157957006,0.0,0.0,0.0,0.0,0.0,567,31.0,93.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,0.0,0.1,100.0,0.0,0.0,11605347.92,14740147.71,0.0,8000000.0,17.0,835.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13840.034,0.0,13.0,2005.0,-0.6719842287878737,0.0,0.0,0.0,0.0,0.0,91,28.0,1.0,28.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2714,0.0,136615.27,100.0,0.0,0.0,75155441.19,4211350.0,0.0,6240000.0,17.0,727.0,6.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,325907.70399999997,20761834.64,10.0,1020.0,-0.6337438725153426,0.0,100.0,0.0,0.0,0.0,160,28.0,1.0,28.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2455,0.0,370218.26,100.0,0.0,14.0,76369665.33000001,3141794.91,0.0,6642614.7,18.0,316.0,6.0,1201151.9100000001,0.0,0.0,0.0,0.0,10.0,21669.0,976691.66,71325.58,1.0,25.0,32526.25,6160859.08,20.0,425.0,-1.390944418019168,0.0,0.0,26.0,0.0,100.0,186,30.0,1.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923,0.0,14590.1,100.0,0.0,15.0,12658004.99,2931700.89,0.0,0.0,15.0,736.0,6.0,78396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2385532.077,1325.8,0.0,18.0,-1.8857142857142888,0.0,0.0,0.0,0.0,0.0,82,31.0,62.0,31.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1269,0.0,0.0,100.0,0.0,0.0,2174381.78,0.0,0.0,0.0,18.0,620.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,5.541670639385215,0.0,0.0,0.0,0.0,0.0,3,29.0,1.0,29.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
877,0.0,0.1,100.0,0.0,0.0,1796894.71,1496566.1,0.0,1080000.0,10.0,620.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1651005.46,229474.56999999998,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-0.7403915335770126,0.0,0.0,0.0,0.0,0.0,31,92.0,62.0,92.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2180,0.0,10916752.26,100.0,0.0,4.0,28581294.47,423747.53,0.0,4500000.0,11.0,622.0,6.0,2745701.2800000003,0.0,0.0,0.0,0.0,0.0,0.0,604199.98,0.0,0.0,0.0,25243323.082000002,2616487.9699999997,6.0,18.0,-1.9375680258790022,0.0,0.0,0.0,0.0,0.0,689,31.0,123.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,0.0,0.1,100.0,0.0,0.0,823531.42,0.0,0.0,0.0,12.0,709.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52566.69699999999,0.0,0.0,10.0,-1.067167486432094,0.0,0.0,0.0,0.0,0.0,21,31.0,1.0,31.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1297,0.0,0.0,100.0,0.0,0.0,59365845.61,332785.66,0.0,0.0,23.0,711.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12129.61,0.0,0.0,0.0,104737.73000000001,0.0,0.0,3117.0,1.3171357206037069,0.0,0.0,0.0,0.0,0.0,2,30.0,1.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2883,0.0,0.0,72.0,28.0,0.0,269103133.78,0.0,0.0,0.0,7.0,655.0,6.0,0.0,0.0,0.0,1886.0,1886.0,0.0,0.0,0.0,0.0,0.0,0.0,139095.22,0.0,0.0,692.0,0.9429599044625414,0.0,100.0,0.0,0.0,0.0,495,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2421,0.0,106392.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.07599774603719123,0.0,0.0,0.0,0.0,0.0,527,-3.0,-3.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
403,0.0,11538059.46,100.0,0.0,6.0,34664868.0,422811.33,0.0,9000000.0,11.0,811.0,6.0,1662592.44,0.0,0.0,0.0,0.0,0.0,0.0,604199.98,0.0,0.0,0.0,24158488.154,2591882.5200000005,0.0,18.0,-1.4702990967870537,0.0,0.0,0.0,0.0,0.0,628,31.0,154.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0,8805062.08,100.0,0.0,7.0,18494200.31,412630.15,0.0,4500000.0,11.0,777.0,6.0,160785.6,0.0,0.0,0.0,0.0,0.0,0.0,604199.98,0.0,0.0,0.0,15276126.086,2616523.5800000005,0.0,18.0,6.611283903489623,0.0,0.0,0.0,0.0,0.0,536,31.0,154.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,0.0,0.0,100.0,0.0,0.0,63740000.0,0.0,0.0,0.0,9.0,685.0,6.0,0.0,0.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,689119.7300000001,10965690.358,1.0,631.0,0.9837177536548638,0.0,100.0,0.0,0.0,0.0,8,29.0,1.0,29.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2404,0.0,6536975.8,100.0,0.0,5.0,27736576.679999996,0.0,0.0,0.0,24.0,795.0,6.0,544547.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22218.143,12024823.84,0.0,555.0,0.06259289505762444,0.0,0.0,0.0,0.0,0.0,846,31.0,92.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2188,0.0,3633124.22,100.0,0.0,6.0,9972222.75,168258.41,0.0,0.0,11.0,402.0,6.0,248374.72,0.0,0.0,0.0,0.0,0.0,0.0,604199.98,0.0,0.0,2.0,5759948.377,24641.06,0.0,8.0,0.7506887052341571,0.0,0.0,2.0,0.0,100.0,323,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2694,0.0,1384052.44,70.0,30.0,3.0,169139286.1,2625887.74,0.0,8000000.0,17.0,629.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18139149.643999998,53963121.721000016,5.0,731.0,-0.9450574142362544,0.0,0.0,0.0,0.0,0.0,70,31.0,32.0,31.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1282,0.0,637951.21,100.0,0.0,0.0,12552313.89,3036524.79,0.0,6750000.0,14.0,658.0,6.0,0.0,0.0,0.0,678.0,486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,-0.9724586933747528,100.0,0.0,0.0,0.0,0.0,238,30.0,1.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1496,0.0,27816.57,100.0,0.0,0.0,92323754.98,0.0,0.0,0.0,45.0,817.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7788.0,0.0,0.0,0.0,65272.82,0.0,21.0,865.0,-1.15777056842718,0.0,0.0,0.0,0.0,0.0,326,31.0,1.0,31.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2705,0.0,1336801.38,91.0,9.0,12.0,7757433.99,9312203.53,19156.47,0.0,12.0,338.0,6.0,5150320.74,0.0,0.0,20223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1359.0,7.024466651819777,100.0,0.0,0.0,0.0,0.0,197,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2249,0.0,10662566.71,100.0,0.0,1.0,30436207.85,0.0,0.0,0.0,24.0,805.0,6.0,116219.25,0.0,0.0,1188.0,1188.0,0.0,0.0,0.0,0.0,0.0,0.0,30846.513,15876125.6,0.0,540.0,-1.2388520825695495,0.0,100.0,0.0,0.0,0.0,937,30.0,152.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1510,0.0,2130122.87,100.0,0.0,7.0,19299088.82,375390.7,0.0,0.0,22.0,597.0,6.0,365738.43,0.0,0.0,1970.0,1970.0,0.0,0.0,0.0,0.0,0.0,0.0,389764.7,35601.6,0.0,0.0,3.2871423333333354,0.0,100.0,0.0,0.0,0.0,68,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1512,0.0,3240735.15,100.0,0.0,6.0,10021108.18,226142.35,0.0,0.0,11.0,401.0,6.0,97675.62,0.0,0.0,0.0,0.0,0.0,0.0,604199.98,0.0,0.0,0.0,6346511.188000001,255187.26,0.0,8.0,-0.006055363321799678,0.0,0.0,0.0,0.0,0.0,354,31.0,32.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2244,0.0,0.0,100.0,0.0,0.0,9458390.92,19137.6,0.0,0.0,27.0,607.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6771612.805,0.0,0.0,121.0,7.06109049003183,0.0,0.0,0.0,0.0,0.0,7,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2581,0.0,3589742.6,100.0,0.0,9.0,8606474.39,364900.0,0.0,0.0,22.0,584.0,6.0,609655.15,0.0,0.0,1970.0,1970.0,0.0,0.0,0.0,0.0,0.0,0.0,290866.26999999996,35601.6,11.0,0.0,1.0881322668240285,0.0,100.0,0.0,0.0,0.0,188,28.0,1.0,28.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
74,0.0,0.0,37.0,63.0,5.0,482488024.32,8061961.17,0.0,8000000.0,27.0,702.0,6.0,47700142.04000001,0.0,0.0,0.0,0.0,1.0,1457.84,174395.05000000002,1457.84,1.0,3.0,2467097.219,51517.2,10.0,4068.0,-1.1044682917479283,0.0,0.0,4.0,0.0,100.0,17,31.0,32.0,31.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2429,0.0,666440.45,100.0,0.0,0.0,6758314.22,0.0,0.0,2813400.0,10.0,488.0,6.0,0.0,0.0,2793.0,0.0,2793.0,0.0,1379306.91,14466.25,0.0,17.0,0.0,0.0,0.0,12.0,55.0,-1.3965188255752679,0.0,100.0,17.0,100.0,0.0,377,31.0,1.0,31.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1381,0.0,0.0,100.0,0.0,0.0,62626.39000000001,17795437.64,0.0,0.0,8.0,716.0,6.0,0.0,0.0,193.0,0.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,1241452.151,0.0,0.0,36.0,0.6584671547915986,0.0,100.0,0.0,0.0,0.0,194,31.0,1.0,31.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
672,0.0,1925429.73,100.0,0.0,0.0,13379407.540000001,0.0,0.0,0.0,23.0,697.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105000.0,0.0,0.0,0.0,22095.714,10924574.16,0.0,265.0,-0.5764466869762255,0.0,0.0,0.0,0.0,0.0,321,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,0.0,6324660.1,100.0,0.0,5.0,33084267.45,0.0,0.0,0.0,24.0,803.0,6.0,415224.89,0.0,0.0,1188.0,1188.0,0.0,0.0,0.0,0.0,0.0,0.0,16292.585,15094391.059999999,0.0,613.0,-0.642603537839324,0.0,100.0,0.0,0.0,0.0,907,31.0,153.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
736,0.0,540309.43,70.0,30.0,0.0,166376533.16,2560790.58,0.0,8000000.0,17.0,632.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17909882.676,59913820.98700001,3.0,731.0,-0.6210454011253228,0.0,0.0,0.0,0.0,0.0,8,30.0,1.0,30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2663,0.0,5300087.76,100.0,0.0,5.0,27254038.859999996,0.0,0.0,0.0,24.0,607.0,6.0,535384.2,0.0,0.0,1188.0,1188.0,0.0,0.0,0.0,0.0,0.0,0.0,40463.663,13761248.07,0.0,388.0,2.3500641208133493,0.0,100.0,0.0,0.0,0.0,786,31.0,32.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
958,0.0,5932096.76,100.0,0.0,5.0,27927355.15,0.0,0.0,0.0,24.0,738.0,6.0,571722.8400000001,0.0,0.0,1188.0,1188.0,0.0,0.0,0.0,0.0,0.0,0.0,22218.143,12926443.4,0.0,420.0,1.7207940856409154,0.0,100.0,0.0,0.0,0.0,815,29.0,61.0,29.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
452,0.0,6070785.29,100.0,0.0,7.0,17967942.25,414034.45,0.0,0.0,11.0,770.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604199.98,0.0,0.0,0.0,11353328.873,2616523.5800000005,0.0,8.0,-1.5000000000000038,0.0,0.0,0.0,0.0,0.0,505,30.0,123.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1668,0.0,10678281.24,100.0,0.0,5.0,29596681.95,186964.54,0.0,4500000.0,11.0,649.0,6.0,3219970.31,0.0,0.0,0.0,0.0,0.0,0.0,604199.98,0.0,0.0,0.0,25190001.07,2559635.98,8.0,18.0,-1.9703716686214023,0.0,0.0,0.0,0.0,0.0,720,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2691,0.0,6692133.13,100.0,0.0,7.0,11809506.040000001,395427.48,0.0,0.0,11.0,683.0,6.0,277878.62,359.0,0.0,0.0,359.0,0.0,0.0,604199.98,0.0,0.0,0.0,6277092.466,2507656.69,0.0,8.0,-0.6734693877551008,0.0,100.0,0.0,0.0,0.0,444,30.0,62.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,0.0,0.0,99.0,0.0,0.0,9.11,0.0,0.0,0.0,4.0,599.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,-0.7555214537476069,0.0,0.0,0.0,0.0,0.0,181,30.0,-3.0,30.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2846,0.0,0.0,100.0,0.0,6.0,3379573.3499999996,54737.44,0.0,1782235.8,4.0,529.0,6.0,23733.17,0.0,0.0,0.0,0.0,0.0,0.0,19384.48,0.0,0.0,0.0,947842.933,0.0,1.0,12.0,-2.0,0.0,0.0,0.0,0.0,0.0,19,28.0,1.0,28.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1197,0.0,699974.02,91.0,9.0,2.0,6462775.859999999,9312203.53,0.0,0.0,12.0,569.0,6.0,4035281.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1388.0,7.0217039096365035,100.0,0.0,0.0,0.0,0.0,166,30.0,92.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,0.0,26090.42,100.0,0.0,0.0,0.0,447040.49,0.0,0.0,6.0,755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698688.922,0.0,9.0,173.0,0.8096885813148789,0.0,0.0,0.0,0.0,0.0,899,30.0,1.0,30.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1887,0.0,0.0,100.0,0.0,0.0,12923932.07,1281798.18,0.0,7650000.0,30.0,588.0,6.0,2016259.6099999999,0.0,0.0,0.0,0.0,0.0,13572.36,245005.22000000003,0.0,0.0,0.0,0.0,0.0,0.0,1764.0,-1.683747480601759,0.0,0.0,0.0,0.0,0.0,386,30.0,1.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1238,0.0,9652.86,100.0,0.0,0.0,382919757.91,10736215.56,0.0,10000000.0,68.0,777.0,6.0,3458204.39,510.0,0.0,0.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,15048736.813,28169672.37,0.0,1096.0,3.939253847035526,0.0,100.0,0.0,0.0,0.0,11,31.0,1.0,31.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2420,0.0,45473.66,100.0,0.0,4.0,5057102.99,0.0,0.0,0.0,13.0,705.0,6.0,11786.28,0.0,0.0,0.0,0.0,0.0,36943.72,285745.51,0.0,7.0,4.0,1383295.531,35603.490000000005,0.0,69.0,-1.797794605304639,0.0,0.0,11.0,100.0,0.0,117,30.0,152.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,0.0,40755.87,100.0,0.0,0.0,193415.99000000002,14979459.02,0.0,0.0,27.0,670.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38952466.47500001,2060430.3900000004,0.0,1252.0,7.997410070227296,0.0,0.0,0.0,0.0,0.0,571,31.0,1.0,31.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
